state,specialty_clean,payment_type_clean,payment_amount
NJ,Adult Congenital Heart Disease,Food & Beverage,46.18
NJ,Adult Health,Consulting,21629.25
NJ,Adult Health,Education,6725.25
NJ,Adult Health,Food & Beverage,204332.41
NJ,Adult Health,Grant,200000.0
NJ,Adult Health,Honoraria,650.0
NJ,Adult Health,Non-consulting professional services,31403.29
NJ,Adult Health,Travel & Lodging,34115.79
NJ,Adult Medicine,Education,5.55
NJ,Adult Medicine,Food & Beverage,5713.74
NJ,Adult Reconstructive Orthopaedic Surgery,Consulting,257699.78
NJ,Adult Reconstructive Orthopaedic Surgery,Education,467.3
NJ,Adult Reconstructive Orthopaedic Surgery,Food & Beverage,15613.91
NJ,Adult Reconstructive Orthopaedic Surgery,Non-consulting professional services,3320.0
NJ,Adult Reconstructive Orthopaedic Surgery,Other,14000.0
NJ,Adult Reconstructive Orthopaedic Surgery,Royalty / License,405839.02999999997
NJ,Adult Reconstructive Orthopaedic Surgery,Travel & Lodging,17799.64
NJ,Advanced Heart Failure and Transplant Cardiology,Consulting,8130.0
NJ,Advanced Heart Failure and Transplant Cardiology,Education,282.52
NJ,Advanced Heart Failure and Transplant Cardiology,Food & Beverage,10744.86
NJ,Advanced Heart Failure and Transplant Cardiology,Honoraria,4800.0
NJ,Advanced Heart Failure and Transplant Cardiology,Non-consulting professional services,30704.0
NJ,Advanced Heart Failure and Transplant Cardiology,Travel & Lodging,3937.87
NJ,Advanced Practice Midwife,Consulting,1000.0
NJ,Advanced Practice Midwife,Education,556.42
NJ,Advanced Practice Midwife,Food & Beverage,15346.15
NJ,Advanced Practice Midwife,Non-consulting professional services,4950.0
NJ,Advanced Practice Midwife,Travel & Lodging,3719.5
NJ,Allergy,Consulting,101676.75
NJ,Allergy,Education,177.86
NJ,Allergy,Food & Beverage,24090.76
NJ,Allergy,Honoraria,2175.0
NJ,Allergy,Non-consulting professional services,158848.24
NJ,Allergy,Travel & Lodging,9513.67
NJ,Allergy & Immunology,Consulting,49778.35
NJ,Allergy & Immunology,Education,2572.35
NJ,Allergy & Immunology,Food & Beverage,100519.77
NJ,Allergy & Immunology,Honoraria,9346.0
NJ,Allergy & Immunology,Non-consulting professional services,309423.52
NJ,Allergy & Immunology,Travel & Lodging,44148.32
NJ,Anatomic Pathology,Consulting,908.5
NJ,Anatomic Pathology,Food & Beverage,149.35
NJ,Anatomic Pathology,Travel & Lodging,494.0
NJ,Anatomic Pathology & Clinical Pathology,Consulting,12223.25
NJ,Anatomic Pathology & Clinical Pathology,Education,69.99
NJ,Anatomic Pathology & Clinical Pathology,Food & Beverage,4098.09
NJ,Anatomic Pathology & Clinical Pathology,Non-consulting professional services,1250.0
NJ,Anatomic Pathology & Clinical Pathology,Travel & Lodging,941.05
NJ,Anesthesiologist Assistant,Food & Beverage,66.19
NJ,Anesthesiology,Consulting,40188.5
NJ,Anesthesiology,Education,3832.06
NJ,Anesthesiology,Food & Beverage,73410.26
NJ,Anesthesiology,Honoraria,23000.0
NJ,Anesthesiology,Non-consulting professional services,21154.72
NJ,Anesthesiology,Travel & Lodging,24026.55
NJ,"Assistant, Podiatric",Food & Beverage,470.49
NJ,"Assistant, Podiatric",Travel & Lodging,571.45
NJ,Blood Banking & Transfusion Medicine,Food & Beverage,84.05
NJ,Body Imaging,Food & Beverage,551.72
NJ,Brain Injury Medicine,Education,85.0
NJ,Brain Injury Medicine,Food & Beverage,612.51
NJ,Cardiovascular Disease,Acquisitions,807.72
NJ,Cardiovascular Disease,Consulting,533000.05
NJ,Cardiovascular Disease,Device / Supply Loan,1126.64
NJ,Cardiovascular Disease,Education,5696.8
NJ,Cardiovascular Disease,Entertainment,92.97
NJ,Cardiovascular Disease,Food & Beverage,638801.98
NJ,Cardiovascular Disease,Grant,7126.4400000000005
NJ,Cardiovascular Disease,Honoraria,35000.0
NJ,Cardiovascular Disease,Non-consulting professional services,1125056.72
NJ,Cardiovascular Disease,Other,8616.33
NJ,Cardiovascular Disease,Travel & Lodging,128563.02
NJ,Child & Adolescent Psychiatry,Consulting,4100.0
NJ,Child & Adolescent Psychiatry,Education,245.32999999999998
NJ,Child & Adolescent Psychiatry,Food & Beverage,19764.24
NJ,Child & Adolescent Psychiatry,Non-consulting professional services,55560.0
NJ,Child & Adolescent Psychiatry,Travel & Lodging,513.1600000000001
NJ,Chiropractor,Consulting,1782.0
NJ,Chiropractor,Food & Beverage,7381.7
NJ,Chiropractor,Other,47.76
NJ,Chronic Care,Food & Beverage,3699.02
NJ,Clinical & Laboratory Dermatological Immunology,Food & Beverage,332.01
NJ,Clinical & Laboratory Immunology,Consulting,4000.0
NJ,Clinical & Laboratory Immunology,Food & Beverage,747.98
NJ,Clinical & Laboratory Immunology,Honoraria,3647.0
NJ,Clinical & Laboratory Immunology,Travel & Lodging,568.24
NJ,Clinical Biochemical Genetics,Food & Beverage,131.97
NJ,Clinical Cardiac Electrophysiology,Consulting,164989.15
NJ,Clinical Cardiac Electrophysiology,Education,1246.04
NJ,Clinical Cardiac Electrophysiology,Food & Beverage,121417.52
NJ,Clinical Cardiac Electrophysiology,Grant,4000.0
NJ,Clinical Cardiac Electrophysiology,Honoraria,31700.0
NJ,Clinical Cardiac Electrophysiology,Non-consulting professional services,73980.17
NJ,Clinical Cardiac Electrophysiology,Other,12250.0
NJ,Clinical Cardiac Electrophysiology,Travel & Lodging,94033.22
NJ,Clinical Genetics (M.D.),Consulting,7188.0
NJ,Clinical Genetics (M.D.),Food & Beverage,767.02
NJ,Clinical Genetics (M.D.),Non-consulting professional services,18487.25
NJ,Clinical Genetics (M.D.),Travel & Lodging,5698.030000000001
NJ,Clinical Molecular Genetics,Food & Beverage,100.0
NJ,Clinical Neurophysiology,Consulting,2000.0
NJ,Clinical Neurophysiology,Education,0.5
NJ,Clinical Neurophysiology,Food & Beverage,15467.02
NJ,Clinical Neurophysiology,Honoraria,20825.0
NJ,Clinical Neurophysiology,Non-consulting professional services,64564.5
NJ,Clinical Neurophysiology,Travel & Lodging,11181.32
NJ,Clinical Nurse Specialist,Food & Beverage,697.48
NJ,Clinical Pathology,Food & Beverage,32.84
NJ,Clinical Pathology/Laboratory Medicine,Travel & Lodging,502.5
NJ,Clinical Pharmacology,Consulting,143500.0
NJ,Clinical Pharmacology,Food & Beverage,148.23
NJ,College Health,Food & Beverage,14.36
NJ,Colon & Rectal Surgery,Consulting,2225.0
NJ,Colon & Rectal Surgery,Education,5500.0
NJ,Colon & Rectal Surgery,Food & Beverage,14806.74
NJ,Colon & Rectal Surgery,Grant,564.8
NJ,Colon & Rectal Surgery,Non-consulting professional services,500.0
NJ,Colon & Rectal Surgery,Other,310.18
NJ,Colon & Rectal Surgery,Travel & Lodging,17317.65
NJ,Community Health/Public Health,Food & Beverage,647.33
NJ,Cornea and External Diseases Specialist,Education,35.68
NJ,Cornea and External Diseases Specialist,Food & Beverage,1690.74
NJ,Cornea and External Diseases Specialist,Travel & Lodging,1593.94
NJ,Corneal and Contact Management,Consulting,5365.0
NJ,Corneal and Contact Management,Food & Beverage,10088.64
NJ,Corneal and Contact Management,Non-consulting professional services,9520.0
NJ,Corneal and Contact Management,Travel & Lodging,6283.27
NJ,Critical Care Medicine,Consulting,53446.4
NJ,Critical Care Medicine,Education,6872.0599999999995
NJ,Critical Care Medicine,Food & Beverage,52340.75
NJ,Critical Care Medicine,Honoraria,16354.0
NJ,Critical Care Medicine,Non-consulting professional services,341584.63
NJ,Critical Care Medicine,Other,26025.0
NJ,Critical Care Medicine,Travel & Lodging,49532.479999999996
NJ,Cytopathology,Food & Beverage,263.29
NJ,Dental Public Health,Consulting,7000.0
NJ,Dental Public Health,Food & Beverage,228.11
NJ,Dentist,Consulting,12191.08
NJ,Dentist,Device / Supply Loan,483.0
NJ,Dentist,Education,52590.49
NJ,Dentist,Entertainment,2391.09
NJ,Dentist,Food & Beverage,106470.06
NJ,Dentist,Honoraria,71414.55
NJ,Dentist,Non-consulting professional services,4479.39
NJ,Dentist,Other,59288.76
NJ,Dentist,Travel & Lodging,25946.05
NJ,Dermatology,Consulting,536198.27
NJ,Dermatology,Education,17121.81
NJ,Dermatology,Food & Beverage,252349.15
NJ,Dermatology,Non-consulting professional services,1288447.61
NJ,Dermatology,Other,6660.0
NJ,Dermatology,Travel & Lodging,108802.62
NJ,Dermatopathology,Education,84.99
NJ,Dermatopathology,Food & Beverage,838.0
NJ,Developmental - Behavioral Pediatrics,Food & Beverage,160.74
NJ,Diagnostic Radiology,Consulting,33094.79
NJ,Diagnostic Radiology,Device / Supply Loan,14209.72
NJ,Diagnostic Radiology,Education,111.49
NJ,Diagnostic Radiology,Food & Beverage,43969.44
NJ,Diagnostic Radiology,Honoraria,3000.0
NJ,Diagnostic Radiology,Non-consulting professional services,17098.0
NJ,Diagnostic Radiology,Travel & Lodging,28087.010000000002
NJ,Electrodiagnostic Medicine,Food & Beverage,92.41
NJ,Emergency Medical Services,Food & Beverage,1065.3600000000001
NJ,Emergency Medicine,Consulting,653104.13
NJ,Emergency Medicine,Education,54.0
NJ,Emergency Medicine,Food & Beverage,76935.25
NJ,Emergency Medicine,Honoraria,525.0
NJ,Emergency Medicine,Non-consulting professional services,167520.5
NJ,Emergency Medicine,Travel & Lodging,26924.15
NJ,"Endocrinology, Diabetes & Metabolism",Consulting,221029.61
NJ,"Endocrinology, Diabetes & Metabolism",Device / Supply Loan,19.98
NJ,"Endocrinology, Diabetes & Metabolism",Education,1097.82
NJ,"Endocrinology, Diabetes & Metabolism",Food & Beverage,168135.24
NJ,"Endocrinology, Diabetes & Metabolism",Honoraria,8500.0
NJ,"Endocrinology, Diabetes & Metabolism",Non-consulting professional services,524599.05
NJ,"Endocrinology, Diabetes & Metabolism",Other,27494.6
NJ,"Endocrinology, Diabetes & Metabolism",Travel & Lodging,101204.03
NJ,Endodontics,Education,7967.75
NJ,Endodontics,Food & Beverage,7840.65
NJ,Endodontics,Other,2109.15
NJ,Endodontics,Travel & Lodging,2908.87
NJ,Enterostomal Therapy,Food & Beverage,72.83
NJ,Epilepsy,Education,1.25
NJ,Epilepsy,Food & Beverage,1500.13
NJ,Facial Plastic Surgery,Education,17.71
NJ,Facial Plastic Surgery,Food & Beverage,4445.26
NJ,Facial Plastic Surgery,Non-consulting professional services,2750.0
NJ,Facial Plastic Surgery,Travel & Lodging,392.13
NJ,Family,Consulting,30606.38
NJ,Family,Education,9156.05
NJ,Family,Food & Beverage,378138.99
NJ,Family,Honoraria,1000.0
NJ,Family,Non-consulting professional services,187285.7
NJ,Family,Other,7135.7699999999995
NJ,Family,Travel & Lodging,30616.23
NJ,Family Health,Education,4.74
NJ,Family Health,Food & Beverage,4766.67
NJ,Family Health,Non-consulting professional services,825.0
NJ,Family Medicine,Consulting,170180.5
NJ,Family Medicine,Device / Supply Loan,429.0
NJ,Family Medicine,Education,2760.43
NJ,Family Medicine,Food & Beverage,504252.01
NJ,Family Medicine,Honoraria,3335.0
NJ,Family Medicine,Non-consulting professional services,308959.7
NJ,Family Medicine,Other,23117.5
NJ,Family Medicine,Travel & Lodging,59458.17
NJ,Flight,Food & Beverage,42.19
NJ,Foot & Ankle Surgery,Consulting,251805.4
NJ,Foot & Ankle Surgery,Device / Supply Loan,502.0
NJ,Foot & Ankle Surgery,Education,1323.38
NJ,Foot & Ankle Surgery,Food & Beverage,181324.88
NJ,Foot & Ankle Surgery,Honoraria,143481.0
NJ,Foot & Ankle Surgery,Non-consulting professional services,39915.7
NJ,Foot & Ankle Surgery,Other,21086.07
NJ,Foot & Ankle Surgery,Royalty / License,8497.85
NJ,Foot & Ankle Surgery,Travel & Lodging,149119.52
NJ,Foot Surgery,Food & Beverage,8110.52
NJ,Foot Surgery,Royalty / License,42512.32
NJ,Foot Surgery,Travel & Lodging,1033.06
NJ,Foot and Ankle Surgery,Consulting,5000.0
NJ,Foot and Ankle Surgery,Food & Beverage,5213.6
NJ,Foot and Ankle Surgery,Non-consulting professional services,12000.0
NJ,Foot and Ankle Surgery,Royalty / License,4915.85
NJ,Foot and Ankle Surgery,Travel & Lodging,4186.79
NJ,Forensic Psychiatry,Food & Beverage,2125.89
NJ,Gastroenterology,Consulting,103688.1
NJ,Gastroenterology,Education,9731.48
NJ,Gastroenterology,Food & Beverage,329254.02
NJ,Gastroenterology,Non-consulting professional services,299637.35
NJ,Gastroenterology,Other,31452.87
NJ,Gastroenterology,Royalty / License,50000.0
NJ,Gastroenterology,Travel & Lodging,55764.68
NJ,General Practice,Consulting,195594.5
NJ,General Practice,Device / Supply Loan,30.0
NJ,General Practice,Education,62544.84
NJ,General Practice,Entertainment,3746.74
NJ,General Practice,Food & Beverage,315857.85
NJ,General Practice,Grant,102791.67
NJ,General Practice,Honoraria,199375.91
NJ,General Practice,Non-consulting professional services,282835.9
NJ,General Practice,Other,78622.0
NJ,General Practice,Royalty / License,103351.18
NJ,General Practice,Travel & Lodging,86360.78
NJ,Geriatric Medicine,Consulting,10328.0
NJ,Geriatric Medicine,Education,252.18
NJ,Geriatric Medicine,Food & Beverage,33266.0
NJ,Geriatric Medicine,Non-consulting professional services,80237.5
NJ,Geriatric Medicine,Travel & Lodging,15965.68
NJ,Geriatric Psychiatry,Consulting,1650.0
NJ,Geriatric Psychiatry,Education,14.01
NJ,Geriatric Psychiatry,Food & Beverage,1613.5
NJ,Gerontology,Consulting,705.0
NJ,Gerontology,Device / Supply Loan,181.0
NJ,Gerontology,Education,279.01
NJ,Gerontology,Food & Beverage,39053.85
NJ,Gerontology,Non-consulting professional services,11955.0
NJ,Gerontology,Travel & Lodging,4488.68
NJ,Glaucoma Specialist,Consulting,4396.5
NJ,Glaucoma Specialist,Food & Beverage,4747.8
NJ,Gynecologic Oncology,Consulting,14687.5
NJ,Gynecologic Oncology,Education,84.06
NJ,Gynecologic Oncology,Food & Beverage,10056.43
NJ,Gynecologic Oncology,Honoraria,37375.0
NJ,Gynecologic Oncology,Non-consulting professional services,109540.0
NJ,Gynecologic Oncology,Other,22.84
NJ,Gynecologic Oncology,Travel & Lodging,22455.11
NJ,Gynecology,Consulting,47302.5
NJ,Gynecology,Education,12956.07
NJ,Gynecology,Food & Beverage,12721.56
NJ,Gynecology,Grant,50000.0
NJ,Gynecology,Non-consulting professional services,2800.0
NJ,Gynecology,Other,4195.05
NJ,Gynecology,Royalty / License,22582.37
NJ,Gynecology,Travel & Lodging,7254.1
NJ,Hand Surgery,Acquisitions,1260.97
NJ,Hand Surgery,Consulting,25240.010000000002
NJ,Hand Surgery,Education,69.88
NJ,Hand Surgery,Food & Beverage,22556.920000000002
NJ,Hand Surgery,Non-consulting professional services,33205.0
NJ,Hand Surgery,Other,23937.5
NJ,Hand Surgery,Travel & Lodging,23056.83
NJ,Hematology,Consulting,55635.0
NJ,Hematology,Education,79.99
NJ,Hematology,Food & Beverage,11699.52
NJ,Hematology,Non-consulting professional services,104125.0
NJ,Hematology,Travel & Lodging,18095.22
NJ,Hematology & Oncology,Consulting,375142.02
NJ,Hematology & Oncology,Device / Supply Loan,2845.15
NJ,Hematology & Oncology,Education,14968.189999999999
NJ,Hematology & Oncology,Entertainment,247.0
NJ,Hematology & Oncology,Food & Beverage,240381.13
NJ,Hematology & Oncology,Grant,11179.09
NJ,Hematology & Oncology,Honoraria,61692.0
NJ,Hematology & Oncology,Non-consulting professional services,993902.7
NJ,Hematology & Oncology,Other,10860.0
NJ,Hematology & Oncology,Travel & Lodging,184615.18
NJ,Hepatology,Consulting,1080.0
NJ,Hepatology,Food & Beverage,5134.99
NJ,Hepatology,Non-consulting professional services,122050.0
NJ,Hepatology,Other,16620.0
NJ,Hepatology,Travel & Lodging,14408.25
NJ,Hospice and Palliative Medicine,Consulting,4200.0
NJ,Hospice and Palliative Medicine,Food & Beverage,2710.19
NJ,Hospice and Palliative Medicine,Travel & Lodging,336.55
NJ,Hospitalist,Consulting,4508.0
NJ,Hospitalist,Education,1317.21
NJ,Hospitalist,Food & Beverage,33137.99
NJ,Hospitalist,Non-consulting professional services,8700.0
NJ,Hospitalist,Travel & Lodging,4152.0599999999995
NJ,Independent Medical Examiner,Food & Beverage,135.12
NJ,Infectious Disease,Consulting,326051.59
NJ,Infectious Disease,Education,949.98
NJ,Infectious Disease,Food & Beverage,66967.19
NJ,Infectious Disease,Honoraria,24700.0
NJ,Infectious Disease,Non-consulting professional services,231018.5
NJ,Infectious Disease,Travel & Lodging,46492.979999999996
NJ,Infusion Therapy,Food & Beverage,114.51
NJ,Internal Medicine,Consulting,1858865.48
NJ,Internal Medicine,Device / Supply Loan,13007.75
NJ,Internal Medicine,Education,18880.92
NJ,Internal Medicine,Entertainment,172.21
NJ,Internal Medicine,Food & Beverage,1337841.45
NJ,Internal Medicine,Grant,135302.2
NJ,Internal Medicine,Honoraria,123988.0
NJ,Internal Medicine,Non-consulting professional services,1162489.24
NJ,Internal Medicine,Other,10403.4
NJ,Internal Medicine,Travel & Lodging,208869.58
NJ,Interventional Cardiology,Consulting,82821.75
NJ,Interventional Cardiology,Device / Supply Loan,1600.0
NJ,Interventional Cardiology,Education,778.8199999999999
NJ,Interventional Cardiology,Entertainment,468.3
NJ,Interventional Cardiology,Food & Beverage,156919.95
NJ,Interventional Cardiology,Honoraria,1000.0
NJ,Interventional Cardiology,Non-consulting professional services,97819.15
NJ,Interventional Cardiology,Other,36150.0
NJ,Interventional Cardiology,Travel & Lodging,109365.55
NJ,Interventional Pain Medicine,Consulting,137593.06
NJ,Interventional Pain Medicine,Education,201.46
NJ,Interventional Pain Medicine,Food & Beverage,43430.43
NJ,Interventional Pain Medicine,Grant,448.32
NJ,Interventional Pain Medicine,Honoraria,3500.0
NJ,Interventional Pain Medicine,Non-consulting professional services,24519.0
NJ,Interventional Pain Medicine,Other,3531.15
NJ,Interventional Pain Medicine,Travel & Lodging,47308.58
NJ,Lactation Consultant,Food & Beverage,15.73
NJ,Legal Medicine,Food & Beverage,122.36
NJ,Licensed Practical Nurse,Food & Beverage,13.29
NJ,Low Vision Rehabilitation,Consulting,7000.0
NJ,Low Vision Rehabilitation,Food & Beverage,1933.7
NJ,Low Vision Rehabilitation,Travel & Lodging,786.64
NJ,MOHS-Micrographic Surgery,Consulting,41441.67
NJ,MOHS-Micrographic Surgery,Education,526.68
NJ,MOHS-Micrographic Surgery,Food & Beverage,9982.0
NJ,MOHS-Micrographic Surgery,Grant,176419.56
NJ,MOHS-Micrographic Surgery,Non-consulting professional services,75225.0
NJ,MOHS-Micrographic Surgery,Travel & Lodging,7132.5
NJ,Maternal & Fetal Medicine,Consulting,7800.0
NJ,Maternal & Fetal Medicine,Food & Beverage,1021.1
NJ,Maternal & Fetal Medicine,Non-consulting professional services,1826.0
NJ,Maternal & Fetal Medicine,Travel & Lodging,1184.79
NJ,Maternal Newborn,Food & Beverage,47.65
NJ,Medical,Consulting,6462.5
NJ,Medical,Education,5413.96
NJ,Medical,Food & Beverage,137156.58
NJ,Medical,Honoraria,125.0
NJ,Medical,Non-consulting professional services,36485.0
NJ,Medical,Travel & Lodging,7392.12
NJ,Medical Oncology,Consulting,147485.23
NJ,Medical Oncology,Education,1716.95
NJ,Medical Oncology,Food & Beverage,28230.98
NJ,Medical Oncology,Honoraria,53497.5
NJ,Medical Oncology,Non-consulting professional services,336611.76
NJ,Medical Oncology,Other,93970.0
NJ,Medical Oncology,Travel & Lodging,104701.12
NJ,Medical Toxicology,Food & Beverage,14.88
NJ,Medical-Surgical,Food & Beverage,308.21
NJ,Molecular Genetic Pathology,Food & Beverage,114.25999999999999
NJ,Neonatal,Food & Beverage,72.31
NJ,"Neonatal, Critical Care",Food & Beverage,514.6800000000001
NJ,Neonatal-Perinatal Medicine,Consulting,452.42
NJ,Neonatal-Perinatal Medicine,Education,86.85
NJ,Neonatal-Perinatal Medicine,Food & Beverage,1139.59
NJ,Nephrology,Consulting,16781.25
NJ,Nephrology,Education,1955.92
NJ,Nephrology,Food & Beverage,106812.72
NJ,Nephrology,Grant,570.89
NJ,Nephrology,Honoraria,1200.0
NJ,Nephrology,Non-consulting professional services,188401.0
NJ,Nephrology,Travel & Lodging,12476.38
NJ,Neuro-ophthalmology,Food & Beverage,1263.7
NJ,Neuro-ophthalmology,Honoraria,3850.0
NJ,Neuro-ophthalmology,Travel & Lodging,513.31
NJ,Neurocritical Care,Consulting,7289.12
NJ,Neurocritical Care,Food & Beverage,1848.13
NJ,Neurocritical Care,Non-consulting professional services,10800.0
NJ,Neurocritical Care,Travel & Lodging,13651.96
NJ,Neurodevelopmental Disabilities,Consulting,491.78
NJ,Neurodevelopmental Disabilities,Education,4.19
NJ,Neurodevelopmental Disabilities,Food & Beverage,2422.38
NJ,Neurodevelopmental Disabilities,Non-consulting professional services,23212.5
NJ,Neurodevelopmental Disabilities,Travel & Lodging,5738.59
NJ,Neurological Surgery,Acquisitions,520449.52999999997
NJ,Neurological Surgery,Consulting,152135.16999999998
NJ,Neurological Surgery,Education,609.4399999999999
NJ,Neurological Surgery,Food & Beverage,108732.37
NJ,Neurological Surgery,Grant,30000.0
NJ,Neurological Surgery,Honoraria,750.0
NJ,Neurological Surgery,Non-consulting professional services,73185.0
NJ,Neurological Surgery,Other,12500.0
NJ,Neurological Surgery,Royalty / License,239984.96
NJ,Neurological Surgery,Travel & Lodging,78774.81
NJ,Neurology,Consulting,302791.52
NJ,Neurology,Education,4038.14
NJ,Neurology,Food & Beverage,332673.04
NJ,Neurology,Honoraria,117485.0
NJ,Neurology,Non-consulting professional services,908159.74
NJ,Neurology,Other,32550.0
NJ,Neurology,Travel & Lodging,116749.93
NJ,Neurology with Special Qualifications in Child Neurology,Consulting,3448.98
NJ,Neurology with Special Qualifications in Child Neurology,Education,2362.42
NJ,Neurology with Special Qualifications in Child Neurology,Food & Beverage,12962.49
NJ,Neurology with Special Qualifications in Child Neurology,Non-consulting professional services,1225.0
NJ,Neurology with Special Qualifications in Child Neurology,Travel & Lodging,9684.34
NJ,Neuromuscular Medicine,Consulting,20555.0
NJ,Neuromuscular Medicine,Education,123.44
NJ,Neuromuscular Medicine,Food & Beverage,5038.43
NJ,Neuromuscular Medicine,Non-consulting professional services,75755.0
NJ,Neuromuscular Medicine,Travel & Lodging,15891.75
NJ,Neuromusculoskeletal Medicine & OMM,Education,26.73
NJ,Neuromusculoskeletal Medicine & OMM,Food & Beverage,4361.32
NJ,"Neuromusculoskeletal Medicine, Sports Medicine",Food & Beverage,162.75
NJ,Neuropathology,Food & Beverage,22.61
NJ,Neuroradiology,Consulting,34125.0
NJ,Neuroradiology,Entertainment,224.98
NJ,Neuroradiology,Food & Beverage,4290.95
NJ,Neuroradiology,Other,7200.0
NJ,Neuroradiology,Travel & Lodging,13013.42
NJ,Neuroscience,Food & Beverage,5483.8099999999995
NJ,Nuclear Cardiology,Consulting,15000.0
NJ,Nuclear Cardiology,Education,108.86
NJ,Nuclear Cardiology,Food & Beverage,16572.82
NJ,Nuclear Cardiology,Non-consulting professional services,1300.0
NJ,Nuclear Cardiology,Other,19000.0
NJ,Nuclear Cardiology,Travel & Lodging,8372.05
NJ,Nuclear Imaging & Therapy,Food & Beverage,349.2
NJ,Nuclear Medicine,Food & Beverage,563.68
NJ,"Nurse Anesthetist, Certified Registered",Consulting,1200.0
NJ,"Nurse Anesthetist, Certified Registered",Education,59.42999999999999
NJ,"Nurse Anesthetist, Certified Registered",Food & Beverage,19723.52
NJ,"Nurse Anesthetist, Certified Registered",Travel & Lodging,2710.97
NJ,Nurse Practitioner,Consulting,538556.31
NJ,Nurse Practitioner,Device / Supply Loan,3687.4
NJ,Nurse Practitioner,Education,13010.16
NJ,Nurse Practitioner,Food & Beverage,582393.59
NJ,Nurse Practitioner,Grant,500.0
NJ,Nurse Practitioner,Honoraria,29220.0
NJ,Nurse Practitioner,Non-consulting professional services,229150.4
NJ,Nurse Practitioner,Other,1578.2
NJ,Nurse Practitioner,Travel & Lodging,96779.23
NJ,Obesity Medicine,Food & Beverage,1998.52
NJ,Obesity Medicine,Non-consulting professional services,11344.5
NJ,Obesity Medicine,Travel & Lodging,1082.94
NJ,Obstetrics,Consulting,1000.0
NJ,Obstetrics,Education,569.58
NJ,Obstetrics,Food & Beverage,19803.14
NJ,Obstetrics,Other,10.49
NJ,Obstetrics,Travel & Lodging,402.07
NJ,Obstetrics & Gynecology,Consulting,168177.5
NJ,Obstetrics & Gynecology,Education,40880.5
NJ,Obstetrics & Gynecology,Food & Beverage,135195.23
NJ,Obstetrics & Gynecology,Honoraria,4000.0
NJ,Obstetrics & Gynecology,Non-consulting professional services,174550.0
NJ,Obstetrics & Gynecology,Other,77536.02
NJ,Obstetrics & Gynecology,Royalty / License,50000.0
NJ,Obstetrics & Gynecology,Travel & Lodging,41548.5
NJ,Occupational Health,Food & Beverage,159.89000000000001
NJ,Occupational Medicine,Consulting,70182.45
NJ,Occupational Medicine,Food & Beverage,4428.5
NJ,Occupational Medicine,Non-consulting professional services,514.15
NJ,Oncology,Food & Beverage,3148.04
NJ,Ophthalmic Plastic and Reconstructive Surgery,Food & Beverage,364.8
NJ,Ophthalmology,Acquisitions,129364.49
NJ,Ophthalmology,Consulting,359504.84
NJ,Ophthalmology,Education,1827.28
NJ,Ophthalmology,Food & Beverage,228635.2
NJ,Ophthalmology,Grant,15000.0
NJ,Ophthalmology,Honoraria,64580.52
NJ,Ophthalmology,Non-consulting professional services,444687.41
NJ,Ophthalmology,Other,132507.87
NJ,Ophthalmology,Travel & Lodging,89212.3
NJ,Optician,Food & Beverage,16.19
NJ,Optometrist,Consulting,13768.75
NJ,Optometrist,Education,982.67
NJ,Optometrist,Entertainment,504.43
NJ,Optometrist,Food & Beverage,240705.56
NJ,Optometrist,Honoraria,2000.0
NJ,Optometrist,Non-consulting professional services,31730.5
NJ,Optometrist,Other,42747.63
NJ,Optometrist,Travel & Lodging,35258.55
NJ,Oral & Maxillofacial Surgery,Consulting,20285.32
NJ,Oral & Maxillofacial Surgery,Education,450.0
NJ,Oral & Maxillofacial Surgery,Entertainment,369.19
NJ,Oral & Maxillofacial Surgery,Food & Beverage,7552.07
NJ,Oral & Maxillofacial Surgery,Honoraria,2500.0
NJ,Oral & Maxillofacial Surgery,Non-consulting professional services,9.52
NJ,Oral & Maxillofacial Surgery,Other,279.0
NJ,Oral & Maxillofacial Surgery,Travel & Lodging,6106.78
NJ,Oral and Maxillofacial Pathology,Education,225.0
NJ,Oral and Maxillofacial Pathology,Entertainment,137.9
NJ,Oral and Maxillofacial Pathology,Food & Beverage,785.68
NJ,Oral and Maxillofacial Radiology,Food & Beverage,43.83
NJ,Oral and Maxillofacial Surgery,Consulting,16509.28
NJ,Oral and Maxillofacial Surgery,Education,2906.84
NJ,Oral and Maxillofacial Surgery,Entertainment,3333.86
NJ,Oral and Maxillofacial Surgery,Food & Beverage,14436.01
NJ,Oral and Maxillofacial Surgery,Non-consulting professional services,20232.89
NJ,Oral and Maxillofacial Surgery,Other,1249.92
NJ,Oral and Maxillofacial Surgery,Travel & Lodging,4693.0
NJ,Orthodontics and Dentofacial Orthopedics,Consulting,830706.37
NJ,Orthodontics and Dentofacial Orthopedics,Education,1633.66
NJ,Orthodontics and Dentofacial Orthopedics,Food & Beverage,53002.14
NJ,Orthodontics and Dentofacial Orthopedics,Honoraria,42637.37
NJ,Orthodontics and Dentofacial Orthopedics,Other,25185.89
NJ,Orthodontics and Dentofacial Orthopedics,Royalty / License,36807.75
NJ,Orthodontics and Dentofacial Orthopedics,Travel & Lodging,34141.8
NJ,Orthopaedic Surgery,Acquisitions,264293.58
NJ,Orthopaedic Surgery,Consulting,1329197.94
NJ,Orthopaedic Surgery,Device / Supply Loan,267.0
NJ,Orthopaedic Surgery,Education,59048.19
NJ,Orthopaedic Surgery,Entertainment,145.0
NJ,Orthopaedic Surgery,Food & Beverage,204480.51
